chinese	english
斜头向他瞧去，便在这时，总舵主一双冷电似的目光也正射了过来。	He glanced shyly in the Helmsman's direction and found that cold, electric gaze directed at him.
也是我们流年不利，碰上了一个运动，被人揭发了出来。	It was our bad luck to be the victims of a new political campaign and have someone inform on us.
昨儿宝玉还说：明儿怎么收拾房子，怎么做衣裳。 倒像有几百年熬煎似的。”	Only yesterday Bao-yu was going on about all the things he's going to do to his rooms and the clothes he's going to have made and everything, just as if he had a hundred or two years ahead of him with nothing to do but kill time in.'
所有在人保组受过审查的人都要参加，包括投机倒把分子，贪污犯，以及各种坏人。	All the people who had been investigated by the public security section would have to attend, including speculators, grafters, and all kinds of bad elements.
那人又喊：“留下买路钱！ 要不我就崩了你们！”	'Hand over the toll, or I'll pop you all!'
父亲问：“爹，疼得轻点了吗？”	'Does that make it feel better, Dad?'
与其他的牛鬼蛇神相比，反动学术权威有他们的特点：当打击最初到来时，他们的表现往往是高傲而顽固的，这也是他们伤亡率最高的阶段。	Compared to other 'Monsters and Demons,' reactionary academic authorities were special: During the earliest struggle sessions, they had been both arrogant and stubborn. That was also the stage in which they had died in the largest numbers.
这晚上，吴佩珍竟也做了个关于片厂的梦，梦见水银灯下有个盛装的女人，回眸一笑，竟是王琦瑶，不由感动得醒了。	That night she even had a dream about the film studio. She dreamed of an elegantly dressed woman under the mercury-vapor lamps. When the woman turned to her and smiled, Wu Peizhen saw that she was none other than Wang Qiyao; she was so excited that she woke up.
说着匆匆入内。 不多时吕留良回到书房，说道：“‘明史’一案，外间虽传说纷纷，但一来传闻未必确实，二来说话之人又顾忌甚多，不敢尽言。	He hurried off to the inner quarters, but was back in the study again after only a few minutes. 'About this Ming History business,' he said. 'I've heard a good deal of talk about it outside, but you can't believe everything people say; and in any case they conceal a lot of what they do know out of fear.
程先生又见她眼睛肿着，好像哭过的样子，无端的却不好问，只得作罢。	Mr. Cheng noticed her swollen eyes and guessed that she had been crying, but he decided not to press her and simply let things go at that.
但是其它地方很纤细。	But the other parts of her body were very slender.
三重毯子都湿透了，牛粪火也灭了。	The three layers of blankets were all soaked, and the dung fire had died out, too.
她本应当为自己的丑自卑的，但因为家境不错，有人疼爱，养成了豁朗单纯的个性，使这自卑变成了谦虚，这谦虚里是很有一些实事求是的精神的。	Under normal circumstances, she would have suffered from low self-esteem because of her homeliness, but because Peizhen came from a well-to-do family and people always doted on her, she had developed unaffected into an outgoing young lady. What would have been poor self-esteem was replaced by a kind of modesty—modesty ruled by a practical spirit.
她曾声嘶力竭地哭叫，但声音淹没在会场上疯狂的口号和助威声中，当一切寂静下来时，她自己也发不出任何声音了，只是凝视台上父亲已没有生命的躯体，那没有哭出和喊出的东西在她的血液中弥漫、溶解，将伴她一生。	She had screamed and screamed, but she had been drowned out by the frenzied waves of slogans and cheers. When it was finally quiet again, she was no longer capable of making any sound. She stared at her father's lifeless body, and the thoughts she could not voice dissolved into her blood, where they would stay with her for the rest of her life.
“但愿真是个玩笑。” 汪淼说，本想告诉他，叶文洁并不知道详情，但又怕因此招致他的拒绝，不过这倒是他的心里话。	'Nothing would please me more than to discover that it was a joke,' Wang said. He was about to tell Sha that Ye didn't know the details of his request, but he was afraid that Sha would then refuse to help him.
因为女孩子身上有这么个口子，男人就要使用她，这简直没有道理。	Because there is this hole in a woman's body, a man thinks he has to use it, which just doesn't make sense.
但二奶奶乌黑发亮的肉体被金黄色沙土掩没住的景象，却牢牢地刻印在我的大脑的屏幕上，永远也不漶散地成象在我的意识的眼里。	The sight of her blackened, blood-shiny corpse being swallowed up by golden earth is etched forever on the screen of my mind.
说着，又推板儿道：“你爹在家里怎么教你的?	She gave Ban-er a despairing push. 'What did your Pa tell you to say when we got here?
康明逊只得也举酒杯，却不晓得该说什么，看大家都等着，心里着急，说出的话更不搭调，说的是：祝程先生早结良缘。	Kang Mingxun raised his cup but didn't know quite what to say. As the rest of the party waited anxiously, he finally came out with something that sounded even more inappropriate. 'Here's to Mr. Cheng soon finding matrimonial bliss!'
他知道人一旦背叛信义连畜牲也不如，即使被它咬死他也死而无怨。	If he were torn to shreds, he'd die with no complaints, for he knew that a man who betrays a trust is lower than an animal.
教授，你能设想一下吗？”	Professor, can you imagine it?'
那三面墙的房间看起来是布景，可里头的东西样样都是熟透的。	That three-walled bedroom seemed to be the set, but everything inside was peculiarly familiar.
横竖如今有人和你玩：比我又会念，又会作，又会写，又会说会笑，又怕你生气，拉了你去哄着你。	After all, you've got a new playmate now – one who can read and write and compose and laugh and talk to you much better than I can. Oh yes, and drag you off to be amused if there's any danger of your getting upset!
黛玉笑道：“偏是咬舌子爱说话，连个‘二’哥哥也叫不上来，只是‘爱’哥哥‘爱’哥哥的。	Dai-yu burst out laughing: 'Lisping doesn't seem to make you any less talkative! Listen to you: 'Couthin!' 'Couthin!'
叶文洁：这不可能，星际间超远程通讯的效率很低，怎么可能传送这么大的信息量？！	YE: That's impossible. Interstellar communication is very inefficient. How can so much data have been transmitted?
爬上河堤，父亲大声喊： “爹！”	He scrambled to the top of the dike and yelled: 'Dad!'
我的身材很高，衣服很破，而且不爱说话。	I was a tall man of few words in worn-out clothes.
从片厂回来几天，她都没什么表示，这使吴佩珍沮丧，以为王琦瑶其实是不喜欢片厂这地方，去片厂全是她多此一举。	In the days following their visit to the film studio, Wang Qiyao did not utter a single word about their trip, and this left Wu Peizhen quite depressed. She was afraid that Wang Qiyao had not liked the studio and the whole trip had been a complete waste.
喝完水，父亲见爷爷双手撑开，把整个头颅和半截脖子扎进河水里，河水碰到障碍，激起一簇簇鲜艳的浪花。 爷爷把头放在水里泡了足有半袋烟的工夫——	When he'd had his fill, he drew his hands back and buried his head in the river, holding it under the water for about half the time it takes to smoke a pipeful of tobacco.
